"date","care_ratio","geo_level"
2018-01-01,0.586912513437484,"state26"
2019-01-01,0.594775943914691,"state26"
2020-01-01,0.575506248151744,"state26"
2021-01-01,0.578637857397587,"state26"
2014-01-01,0.606229289370416,"state27"
2015-01-01,0.622622921403922,"state27"
2016-01-01,0.632622709241481,"state27"
2017-01-01,0.632789560284478,"state27"
2018-01-01,0.636653227465306,"state27"
2019-01-01,0.636843580620828,"state27"
2020-01-01,0.615581522174747,"state27"
2021-01-01,0.620512217141884,"state27"
2014-01-01,0.486198766519083,"state28"
2015-01-01,0.503784321241843,"state28"
2016-01-01,0.50250300822333,"state28"
2017-01-01,0.516825285725264,"state28"
2018-01-01,0.522666028113239,"state28"
2019-01-01,0.339388002118307,"state28"
2020-01-01,0.340651301631453,"state28"
2021-01-01,0.346032758864521,"state28"
2014-01-01,0.569048569448118,"state29"
2015-01-01,0.570730234616089,"state29"
2016-01-01,0.576868495855146,"state29"
2017-01-01,0.586091279544569,"state29"
2018-01-01,0.586762244410621,"state29"
2019-01-01,0.58665332871361,"state29"
2020-01-01,0.574230480470455,"state29"
2021-01-01,0.579574699957434,"state29"
2014-01-01,0.606147477797168,"state30"
2015-01-01,0.607769615202785,"state30"
2016-01-01,0.612140008200866,"state30"
2017-01-01,0.621676737181595,"state30"
2018-01-01,0.619947068400372,"state30"
2019-01-01,0.622017474538848,"state30"
2020-01-01,0.611716740194488,"state30"
2021-01-01,0.616061744960603,"state30"
2014-01-01,0.57094413007018,"state31"
2015-01-01,0.575012019528652,"state31"
2016-01-01,0.577825123419658,"state31"
2017-01-01,0.579055301743394,"state31"
2018-01-01,0.582866973826873,"state31"
2019-01-01,0.582181026891428,"state31"
2020-01-01,0.570176576600725,"state31"
2021-01-01,0.570085481560107,"state31"
2014-01-01,0.627866938505039,"state32"
2015-01-01,0.633074234123705,"state32"
2016-01-01,0.643086495987666,"state32"
2017-01-01,0.653232163968075,"state32"
2018-01-01,0.651120966212055,"state32"
2019-01-01,0.647798881937714,"state32"
2020-01-01,0.630951054046012,"state32"
2021-01-01,0.624547661562707,"state32"
2014-01-01,0.678526069090957,"state33"
2015-01-01,0.695794614120119,"state33"
2016-01-01,0.710593556088765,"state33"
2017-01-01,0.712416986440502,"state33"
2018-01-01,0.721950265866674,"state33"
2019-01-01,0.737308968639148,"state33"
2020-01-01,0.711889848433256,"state33"
2021-01-01,0.726704965632025,"state33"
2014-01-01,0.588654989812676,"state34"
2015-01-01,0.598163376835357,"state34"
2016-01-01,0.610555920431853,"state34"
2017-01-01,0.606103385930341,"state34"
2018-01-01,0.615888043724205,"state34"
2019-01-01,0.617872488413132,"state34"
2020-01-01,0.604837889723213,"state34"
2021-01-01,0.597921803995318,"state34"
2014-01-01,0.531655286585111,"state35"
2015-01-01,0.538454947767802,"state35"
2016-01-01,0.545030024517873,"state35"
2017-01-01,0.551772651619335,"state35"
2018-01-01,NA,"state35"
2019-01-01,0.556745767468573,"state35"
2020-01-01,0.552489101072441,"state35"
2021-01-01,0.545456433861169,"state35"
2014-01-01,0.635242278573877,"state36"
2015-01-01,0.64135790361142,"state36"
2016-01-01,0.651177217986043,"state36"
2017-01-01,0.662790190313573,"state36"
2018-01-01,0.675901102990758,"state36"
2019-01-01,0.692548574698879,"state36"
2020-01-01,0.662824172786466,"state36"
2021-01-01,0.649822833649376,"state36"
2014-01-01,0.557555370480266,"state37"
2015-01-01,0.561850023853192,"state37"
2016-01-01,0.569569733754906,"state37"
2017-01-01,0.57871380922666,"state37"
2018-01-01,0.587821316663078,"state37"
2019-01-01,0.589099869489767,"state37"
2020-01-01,0.582458446124144,"state37"
2021-01-01,0.589214115242524,"state37"
2014-01-01,0.672968741695295,"state38"
2015-01-01,0.669610425730403,"state38"
2016-01-01,0.661126545671668,"state38"
2017-01-01,0.660064164500872,"state38"
2018-01-01,0.64844579712123,"state38"
2019-01-01,0.64800860619804,"state38"
2020-01-01,0.623480090691984,"state38"
2021-01-01,0.619664293001846,"state38"
2014-01-01,0.566151794835093,"state39"
2015-01-01,0.577309870911698,"state39"
2016-01-01,0.582077722155919,"state39"
2017-01-01,0.586195756057912,"state39"
2018-01-01,0.593833824954682,"state39"
2019-01-01,0.598277007511727,"state39"
2020-01-01,0.588077426385106,"state39"
2021-01-01,0.587585414293751,"state39"
2014-01-01,0.524460888793675,"state40"
2015-01-01,0.529622145679775,"state40"
2016-01-01,0.534183369268263,"state40"
2017-01-01,0.531782252355505,"state40"
2018-01-01,0.534884204667724,"state40"
2019-01-01,0.532365883194913,"state40"
2020-01-01,0.531329344029836,"state40"
2021-01-01,0.53521289472973,"state40"
2014-01-01,0.587806084097182,"state41"
2015-01-01,0.604740224561676,"state41"
2016-01-01,0.612464955022384,"state41"
2017-01-01,0.621369777100561,"state41"
2018-01-01,0.624435322222023,"state41"
2019-01-01,0.637783235700603,"state41"
2020-01-01,0.630816750383091,"state41"
2021-01-01,0.626872365904881,"state41"
2014-01-01,0.604520336333504,"state42"
2015-01-01,0.605420792330901,"state42"
2016-01-01,0.61022878098565,"state42"
2017-01-01,0.62057241989814,"state42"
2018-01-01,0.626079619773743,"state42"
2019-01-01,0.631655473649123,"state42"
2020-01-01,0.61620717924023,"state42"
2021-01-01,0.62135316482493,"state42"
2014-01-01,0.651940195606187,"state44"
2015-01-01,0.660175861068298,"state44"
2016-01-01,0.675223216363748,"state44"
2017-01-01,0.680381369798448,"state44"
2018-01-01,0.693501271594332,"state44"
2019-01-01,0.705733047672228,"state44"
2020-01-01,0.680704566841772,"state44"
2021-01-01,0.681240398214767,"state44"
2014-01-01,0.547431653885134,"state45"
2015-01-01,0.559929134760217,"state45"
2016-01-01,0.561417247405848,"state45"
2017-01-01,0.571468074944213,"state45"
2018-01-01,0.573747634689074,"state45"
2019-01-01,0.571453545271838,"state45"
2020-01-01,0.570215288208253,"state45"
2021-01-01,0.581447001215533,"state45"
2014-01-01,0.571019343999068,"state46"
2015-01-01,0.576055756799768,"state46"
2016-01-01,0.585561909306534,"state46"
2017-01-01,0.584884083373604,"state46"
2018-01-01,0.578590993977919,"state46"
2019-01-01,0.580106610910523,"state46"
2020-01-01,0.571110965162715,"state46"
2021-01-01,0.572265405359262,"state46"
2014-01-01,0.560044442228001,"state47"
2015-01-01,0.57030650843819,"state47"
2016-01-01,0.577662431853658,"state47"
2017-01-01,0.58257164003878,"state47"
2018-01-01,0.585974236862227,"state47"
2019-01-01,0.582302821371913,"state47"
2020-01-01,0.573742250134457,"state47"
2021-01-01,0.583640024066797,"state47"
2014-01-01,0.533546916708289,"state48"
2015-01-01,0.543507482661907,"state48"
2016-01-01,0.551368378731362,"state48"
2017-01-01,0.553884916257331,"state48"
2018-01-01,0.556213464444855,"state48"
2019-01-01,0.560885558140291,"state48"
2020-01-01,0.555049369657402,"state48"
2021-01-01,0.557065837831672,"state48"
2014-01-01,0.471235498685581,"state49"
2015-01-01,0.471945923367445,"state49"
2016-01-01,0.472920066356053,"state49"
2017-01-01,0.481584016445177,"state49"
2018-01-01,0.492440673694666,"state49"
2019-01-01,0.500583878011407,"state49"
2020-01-01,0.501670778960347,"state49"
2021-01-01,0.505244371348835,"state49"
2014-01-01,0.734907248603515,"state50"
2015-01-01,0.752485253782811,"state50"
2016-01-01,0.757010849165106,"state50"
2017-01-01,0.768626694354959,"state50"
2018-01-01,0.775332207609716,"state50"
2019-01-01,0.795226506276881,"state50"
2020-01-01,0.741916717607171,"state50"
2021-01-01,0.756063407689715,"state50"
2014-01-01,0.601155907807416,"state51"
2015-01-01,0.605987331894775,"state51"
2016-01-01,0.614616444535247,"state51"
2017-01-01,0.613674822665095,"state51"
2018-01-01,0.620066508820056,"state51"
2019-01-01,0.619198258090761,"state51"
2020-01-01,0.597997078995638,"state51"
2021-01-01,0.600436486801301,"state51"
2014-01-01,0.577981584568149,"state53"
2015-01-01,0.583574338006717,"state53"
2016-01-01,0.585547761076237,"state53"
2017-01-01,0.597288002093298,"state53"
2018-01-01,0.608115863311099,"state53"
2019-01-01,0.610087159546935,"state53"
2020-01-01,0.603343275939011,"state53"
2021-01-01,0.593462565005563,"state53"
2014-01-01,0.599737257396665,"state54"
2015-01-01,0.598353491967552,"state54"
2016-01-01,0.598332380581499,"state54"
2017-01-01,0.592242376699327,"state54"
2018-01-01,0.590890236848963,"state54"
2019-01-01,0.591842630251442,"state54"
2020-01-01,0.585740780600764,"state54"
2021-01-01,0.581715913752338,"state54"
2014-01-01,0.582443239440054,"state55"
2015-01-01,0.584095610514845,"state55"
2016-01-01,0.593099521503227,"state55"
2017-01-01,0.603541686569317,"state55"
2018-01-01,0.613003751001919,"state55"
2019-01-01,0.613759208338667,"state55"
2020-01-01,0.610447268335992,"state55"
2021-01-01,0.614429612935066,"state55"
2014-01-01,0.638143093048654,"state56"
2015-01-01,0.631784352265198,"state56"
2016-01-01,0.620305828910123,"state56"
2017-01-01,0.617585317525567,"state56"
2018-01-01,0.61710678066443,"state56"
2019-01-01,0.614598641072061,"state56"
2020-01-01,0.610010454001398,"state56"
2021-01-01,0.617512716069827,"state56"
2014-01-01,0.578995774673882,"national"
2015-01-01,0.58618214833829,"national"
2016-01-01,0.592358982828606,"national"
2017-01-01,0.593544982712428,"national"
2018-01-01,0.599794645585935,"national"
2019-01-01,0.599222750086133,"national"
2020-01-01,0.586621917991253,"national"
2021-01-01,0.589317732395319,"national"
