"date","geo_level","category_id","subcategory_id","value","value_proportion","type","care_flag"
1997-01-01,"state17","gender_parent","Non-Mothers",21992207.8034785,0.0129611197341846,"Paid",NA
1997-01-01,"state17","gender_parent","Other",9617514.66548422,0.00566808754439382,"Paid",NA
1997-01-01,"state17","overall","overall",73679559.8507762,0.0434230890195973,"Paid",NA
1997-01-01,"state18","gender_parent","Fathers",12091639.9417958,0.0180252367639696,"Paid",NA
1997-01-01,"state18","gender_parent","Mothers",8718470.7778281,0.0129967895791282,"Paid",NA
1997-01-01,"state18","gender_parent","Non-Mothers",12337083.4771388,0.0183911240925735,"Paid",NA
1997-01-01,"state18","gender_parent","Other",3180976.30309595,0.00474194164562311,"Paid",NA
1997-01-01,"state19","gender_parent","Fathers",5479717.9491591,0.016635244642198,"Paid",NA
1997-01-01,"state19","gender_parent","Mothers",6690256.18536796,0.0203101782601152,"Paid",NA
1997-01-01,"state19","gender_parent","Non-Fathers",3306673.98282785,0.0100383507265687,"Paid",NA
1997-01-01,"state19","gender_parent","Non-Mothers",4211056.89494815,0.0127838626549067,"Paid",NA
1997-01-01,"state19","gender_parent","Other",1221714.97207509,0.00370886378314855,"Paid",NA
1997-01-01,"state19","overall","overall",20909419.9843781,0.0634765000669372,"Paid",NA
1997-01-01,"state20","gender_parent","Fathers",5017146.56937533,0.0168325184623445,"Paid",NA
1997-01-01,"state20","gender_parent","Mothers",5684449.80889861,0.0190713197299456,"Paid",NA
1997-01-01,"state20","gender_parent","Non-Fathers",3757388.89713305,0.0126060335504758,"Paid",NA
1997-01-01,"state20","gender_parent","Non-Mothers",3099163.02629922,0.0103976868398509,"Paid",NA
1997-01-01,"state20","gender_parent","Other",977474.953777472,0.00327942685716418,"Paid",NA
1997-01-01,"state20","overall","overall",18535623.2554837,0.0621869854397809,"Paid",NA
1997-01-01,"state21","gender_parent","Fathers",3060326.85448718,0.00717093428461261,"Paid",NA
1997-01-01,"state21","gender_parent","Mothers",5832169.82986874,0.0136658953684531,"Paid",NA
1997-01-01,"state21","gender_parent","Non-Fathers",2961934.3424321,0.00694038170915472,"Paid",NA
1997-01-01,"state21","gender_parent","Non-Mothers",6219470.38113858,0.0145734150333798,"Paid",NA
1997-01-01,"state21","gender_parent","Other",2692386.43739028,0.00630877913677729,"Paid",NA
1997-01-01,"state21","overall","overall",20766287.8453169,0.0486594055323775,"Paid",NA
1997-01-01,"state22","gender_parent","Fathers",2086627.67975458,0.00376319123612702,"Paid",NA
1997-01-01,"state22","gender_parent","Mothers",6051582.99501237,0.0109139087497413,"Paid",NA
1997-01-01,"state22","gender_parent","Non-Fathers",3411305.11463039,0.00615222046351951,"Paid",NA
1997-01-01,"state22","gender_parent","Non-Mothers",5199906.02867661,0.00937792639561908,"Paid",NA
1997-01-01,"state22","gender_parent","Other",1783143.43553177,0.0032158634788837,"Paid",NA
1997-01-01,"state22","overall","overall",18532565.2536057,0.0334231103238906,"Paid",NA
1997-01-01,"state23","gender_parent","Fathers",1599168.31759571,0.0126000309967066,"Paid",NA
1997-01-01,"state23","gender_parent","Mothers",1960153.94770784,0.0154442782712004,"Paid",NA
1997-01-01,"state23","gender_parent","Non-Mothers",2515249.8178771,0.0198179424398304,"Paid",NA
1997-01-01,"state23","gender_parent","Other",559312,0.00440688354020507,"Paid",NA
1997-01-01,"state24","gender_parent","Fathers",11942616.3973002,0.0183470249700515,"Paid",NA
1997-01-01,"state24","gender_parent","Mothers",11572984.25202,0.0177791719993472,"Paid",NA
1997-01-01,"state24","gender_parent","Non-Fathers",6695634.64410556,0.0102862699360852,"Paid",NA
1997-01-01,"state24","gender_parent","Non-Mothers",10922450.2247654,0.0167797792662266,"Paid",NA
1997-01-01,"state24","gender_parent","Other",6224564.39724448,0.00956258114844545,"Paid",NA
1997-01-01,"state24","overall","overall",47358249.9154357,0.072754827320156,"Paid",NA
1997-01-01,"state25","gender_parent","Fathers",4961224.66763236,0.00561694706839703,"Paid",NA
1997-01-01,"state25","gender_parent","Mothers",12499429.4266041,0.0141514723032902,"Paid",NA
1997-01-01,"state25","gender_parent","Non-Fathers",8031467.24640734,0.00909298196047295,"Paid",NA
1997-01-01,"state25","gender_parent","Non-Mothers",17637894.5909968,0.0199690856497485,"Paid",NA
1997-01-01,"state25","gender_parent","Other",4594624.8435915,0.00520189394243088,"Paid",NA
1997-01-01,"state25","overall","overall",47724640.7752321,0.0540323809243395,"Paid",NA
1997-01-01,"state26","gender_parent","Fathers",9267558.06510021,0.00798814596748399,"Paid",NA
1997-01-01,"state26","gender_parent","Mothers",17403210.861055,0.0150006493279529,"Paid",NA
1997-01-01,"state26","gender_parent","Non-Fathers",12922517.2272793,0.01113852787905,"Paid",NA
1997-01-01,"state26","gender_parent","Non-Mothers",19201515.0156055,0.0165506926057586,"Paid",NA
1997-01-01,"state26","gender_parent","Other",6699563.99717613,0.00577467060384312,"Paid",NA
1997-01-01,"state26","overall","overall",65494365.1662161,0.0564526863840886,"Paid",NA
1997-01-01,"state27","gender_parent","Fathers",5194937.11511888,0.0084093911841451,"Paid",NA
1997-01-01,"state27","gender_parent","Mothers",10425168.3479239,0.016875915310527,"Paid",NA
1997-01-01,"state27","gender_parent","Non-Fathers",5815145.8457237,0.00941336442114521,"Paid",NA
1997-01-01,"state27","gender_parent","Non-Mothers",11649709.1650038,0.018858161201783,"Paid",NA
1997-01-01,"state27","gender_parent","Other",1323817.30558351,0.00214295136443397,"Paid",NA
1997-01-01,"state27","overall","overall",34408777.7793538,0.0556997834820343,"Paid",NA
1997-01-01,"state28","gender_parent","Fathers",2402196.38804945,0.00992033292833738,"Paid",NA
1997-01-01,"state28","gender_parent","Mothers",4932521.25294206,0.0203697970943239,"Paid",NA
1997-01-01,"state28","gender_parent","Non-Fathers",1355264.37778049,0.00559682543042008,"Paid",NA
1997-01-01,"state28","gender_parent","Non-Mothers",4897823.49459915,0.0202265060144018,"Paid",NA
1997-01-01,"state28","gender_parent","Other",1773996.21416084,0.00732605924546222,"Paid",NA
1997-01-01,"state28","overall","overall",15361801.727532,0.0634395207129454,"Paid",NA
1997-01-01,"state29","gender_parent","Fathers",2315623.92188579,0.0034678668686778,"Paid",NA
1997-01-01,"state29","gender_parent","Mothers",12745868.3199024,0.0190881490044045,"Paid",NA
1997-01-01,"state29","gender_parent","Non-Fathers",7618911.37314539,0.0114100437798234,"Paid",NA
1997-01-01,"state29","gender_parent","Non-Mothers",9061018.16082373,0.0135697357327431,"Paid",NA
1997-01-01,"state29","gender_parent","Other",1631859.48451134,0.00244386464796317,"Paid",NA
1997-01-01,"state29","overall","overall",33373281.2602687,0.049979660033612,"Paid",NA
1997-01-01,"state30","gender_parent","Fathers",638213.014090288,0.00772762632835365,"Paid",NA
1997-01-01,"state30","gender_parent","Mothers",1618155.89851642,0.0195929945781194,"Paid",NA
1997-01-01,"state30","gender_parent","Non-Fathers",1029532.98644601,0.0124658163282819,"Paid",NA
1997-01-01,"state30","gender_parent","Non-Mothers",1425596.51443581,0.0172614423638263,"Paid",NA
1997-01-01,"state30","gender_parent","Other",385480.292399267,0.00466748184515182,"Paid",NA
1997-01-01,"state30","overall","overall",5096978.70588779,0.061715361443733,"Paid",NA
1997-01-01,"state31","gender_parent","Fathers",799457.326403816,0.0039446498725553,"Paid",NA
1997-01-01,"state31","gender_parent","Mothers",3239651.57665084,0.015984957241488,"Paid",NA
1997-01-01,"state31","gender_parent","Non-Fathers",1520116.30564918,0.00750049614070265,"Paid",NA
1997-01-01,"state31","gender_parent","Non-Mothers",2582478.48201602,0.0127423604469111,"Paid",NA
1997-01-01,"state31","gender_parent","Other",545072.418181058,0.00268947418942692,"Paid",NA
1997-01-01,"state31","overall","overall",8686776.10890092,0.042861937891084,"Paid",NA
1997-01-01,"state32","gender_parent","Fathers",1850972.52807967,0.00695006067112525,"Paid",NA
1997-01-01,"state32","gender_parent","Mothers",2825758.42216117,0.0106102020305717,"Paid",NA
1997-01-01,"state32","gender_parent","Non-Mothers",2188134.18077747,0.00821604053126812,"Paid",NA
1997-01-01,"state32","gender_parent","Other",1081672.66483516,0.00406148148222465,"Paid",NA
1997-01-01,"state33","gender_parent","Fathers",914553.42226446,0.0065419212553164,"Paid",NA
1997-01-01,"state33","gender_parent","Mothers",1893798.22282654,0.0135465884721241,"Paid",NA
1997-01-01,"state33","gender_parent","Non-Fathers",1677400.76987902,0.0119986689492508,"Paid",NA
1997-01-01,"state33","gender_parent","Non-Mothers",1979187.71514562,0.0141573907732075,"Paid",NA
1997-01-01,"state33","gender_parent","Other",684732.500137363,0.0048979818869009,"Paid",NA
1997-01-01,"state33","overall","overall",7149672.630253,0.0511425513367997,"Paid",NA
1997-01-01,"state34","gender_parent","Fathers",5870645.86664692,0.0047191260910654,"Paid",NA
1997-01-01,"state34","gender_parent","Mothers",13267341.779843,0.01066496943855,"Paid",NA
1997-01-01,"state34","gender_parent","Non-Fathers",7653301.98102185,0.00615211645904835,"Paid",NA
1997-01-01,"state34","gender_parent","Non-Mothers",15817737.686964,0.0127151084081341,"Paid",NA
1997-01-01,"state34","gender_parent","Other",7764555.82047044,0.00624154799833704,"Paid",NA
1997-01-01,"state34","overall","overall",50373583.1349462,0.0404928683951349,"Paid",NA
1997-01-01,"state35","gender_parent","Fathers",2018175.12499789,0.0108339351674025,"Paid",NA
1997-01-01,"state35","gender_parent","Mothers",2920163.85996406,0.015675976551874,"Paid",NA
1997-01-01,"state35","gender_parent","Non-Fathers",1730511.77369685,0.00928970540288369,"Paid",NA
1997-01-01,"state35","gender_parent","Non-Mothers",2550584.62071696,0.0136920072383958,"Paid",NA
1997-01-01,"state35","gender_parent","Other",323115.705741758,0.00173454452203664,"Paid",NA
1997-01-01,"state35","overall","overall",9542551.08511752,0.0512261688825926,"Paid",NA
1997-01-01,"state36","gender_parent","Fathers",18745938.6975769,0.00630081119505521,"Paid",NA
1997-01-01,"state36","gender_parent","Mothers",32897729.589294,0.0110574554964759,"Paid",NA
1997-01-01,"state36","gender_parent","Non-Fathers",27868664.6514678,0.00936710596679298,"Paid",NA
1997-01-01,"state36","gender_parent","Non-Mothers",35732142.6206372,0.0120101472580043,"Paid",NA
1997-01-01,"state36","gender_parent","Other",16922109.2808745,0.00568779282387516,"Paid",NA
1997-01-01,"state36","overall","overall",132166584.83985,0.0444233127402036,"Paid",NA
1997-01-01,"state37","gender_parent","Fathers",11428107.2329575,0.0122475056250449,"Paid",NA
1997-01-01,"state37","gender_parent","Mothers",17485262.7653931,0.0187389608540731,"Paid",NA
1997-01-01,"state37","gender_parent","Non-Fathers",8427299.97471909,0.00903153967147386,"Paid",NA
1997-01-01,"state37","gender_parent","Non-Mothers",11121898.6298442,0.0119193417819326,"Paid",NA
1997-01-01,"state37","gender_parent","Other",5263761.17777747,0.00564117428368222,"Paid",NA
1997-01-01,"state37","overall","overall",53726329.7806913,0.0575785222162067,"Paid",NA
1997-01-01,"state38","gender_parent","Fathers",404573.97586039,0.00650661155345126,"Paid",NA
1997-01-01,"state38","gender_parent","Mothers",977226.201741987,0.0157163625788522,"Paid",NA
1997-01-01,"state38","gender_parent","Non-Fathers",487420.071629561,0.0078389942474781,"Paid",NA
1997-01-01,"state38","gender_parent","Non-Mothers",1054331.69919071,0.0169564213826038,"Paid",NA
1997-01-01,"state38","gender_parent","Other",544316.213557276,0.0087540335641479,"Paid",NA
1997-01-01,"state38","overall","overall",3467868.16197992,0.0557724233265333,"Paid",NA
1997-01-01,"state39","gender_parent","Fathers",18507090.7232859,0.0134774475942608,"Paid",NA
1997-01-01,"state39","gender_parent","Mothers",20628733.6544301,0.0150224949410192,"Paid",NA
1997-01-01,"state39","gender_parent","Non-Fathers",18391963.0684404,0.0133936080022887,"Paid",NA
1997-01-01,"state39","gender_parent","Non-Mothers",23429877.3541881,0.0170623761942073,"Paid",NA
1997-01-01,"state39","gender_parent","Other",7545168.43771823,0.00549462980052671,"Paid",NA
1997-01-01,"state39","overall","overall",88502833.2380627,0.0644505565323027,"Paid",NA
1997-01-01,"state40","gender_parent","Fathers",2785525.14285714,0.00908881520286898,"Paid",NA
1997-01-01,"state40","gender_parent","Mothers",4703197.21617276,0.0153459359252441,"Paid",NA
1997-01-01,"state40","gender_parent","Non-Fathers",2708758.6208862,0.00883833577935702,"Paid",NA
1997-01-01,"state40","gender_parent","Non-Mothers",4472128.41781464,0.0145919877468148,"Paid",NA
1997-01-01,"state40","gender_parent","Other",1686222.95741758,0.00550193161605564,"Paid",NA
1997-01-01,"state40","overall","overall",16355832.3551483,0.0533670062703405,"Paid",NA
1997-01-01,"state41","gender_parent","Fathers",1796930.93092622,0.00525373788485532,"Paid",NA
1997-01-01,"state41","gender_parent","Mothers",3823883.25394135,0.0111799958321939,"Paid",NA
1997-01-01,"state41","gender_parent","Non-Fathers",4840869.75619292,0.0141533880885739,"Paid",NA
1997-01-01,"state41","gender_parent","Non-Mothers",5778080.10283147,0.0168935365380612,"Paid",NA
1997-01-01,"state41","gender_parent","Other",2036124.55148113,0.00595307505163073,"Paid",NA
1997-01-01,"state41","overall","overall",18275888.5953731,0.0534337333953151,"Paid",NA
1997-01-01,"state42","gender_parent","Fathers",19182843.2696097,0.0134207004583901,"Paid",NA
1997-01-01,"state42","gender_parent","Mothers",22284097.5123256,0.0155903998951123,"Paid",NA
1997-01-01,"state42","gender_parent","Non-Fathers",13296092.3837611,0.00930221191100678,"Paid",NA
1997-01-01,"state42","gender_parent","Non-Mothers",26680900.7525488,0.0186664912978398,"Paid",NA
1997-01-01,"state42","gender_parent","Other",8501669.03014572,0.00594793753180048,"Paid",NA
1997-01-01,"state42","overall","overall",89945602.9483909,0.0629277410941494,"Paid",NA
1997-01-01,"state44","gender_parent","Fathers",1143876.07083595,0.00961247034871018,"Paid",NA
1997-01-01,"state44","gender_parent","Mothers",2267131.5617275,0.0190516573161674,"Paid",NA
1997-01-01,"state44","gender_parent","Non-Fathers",1628521.21546024,0.0136851467523198,"Paid",NA
1997-01-01,"state44","gender_parent","Non-Mothers",2649357.90072958,0.0222636655431324,"Paid",NA
1997-01-01,"state44","gender_parent","Other",439637.63627675,0.00369445943545169,"Paid",NA
1997-01-01,"state44","overall","overall",8128524.38503001,0.0683073993957816,"Paid",NA
1997-01-01,"state45","gender_parent","Fathers",4326541.26456628,0.0108929995893481,"Paid",NA
1997-01-01,"state45","gender_parent","Mothers",8074681.24715768,0.0203297493611732,"Paid",NA
1997-01-01,"state45","gender_parent","Non-Fathers",9638601.15849426,0.0242672546131127,"Paid",NA
1997-01-01,"state45","gender_parent","Non-Mothers",5692021.50987074,0.0143308902372848,"Paid",NA
1997-01-01,"state45","gender_parent","Other",2194666.12022977,0.00552554469830434,"Paid",NA
1997-01-01,"state45","overall","overall",29926511.3003187,0.0753464384992232,"Paid",NA
1997-01-01,"state46","gender_parent","Fathers",732519.964825651,0.00986014954755323,"Paid",NA
1997-01-01,"state46","gender_parent","Mothers",1357686.85171346,0.0182752635279063,"Paid",NA
1997-01-01,"state46","gender_parent","Non-Fathers",552824.792421217,0.00744134684187844,"Paid",NA
1997-01-01,"state46","gender_parent","Non-Mothers",1294541.0126568,0.0174252833958937,"Paid",NA
1997-01-01,"state46","gender_parent","Other",210624.815773594,0.00283513389624511,"Paid",NA
1997-01-01,"state46","overall","overall",4148197.43739072,0.0558371772094767,"Paid",NA
1997-01-01,"state47","gender_parent","Fathers",2093596.67378033,0.0033688372489773,"Paid",NA
1997-01-01,"state47","gender_parent","Mothers",7111131.75277692,0.011442626858918,"Paid",NA
1997-01-01,"state47","gender_parent","Non-Fathers",5565814.59581754,0.00895603425727409,"Paid",NA
1997-01-01,"state47","gender_parent","Non-Mothers",8542130.05793199,0.0137452673120694,"Paid",NA
1997-01-01,"state47","gender_parent","Other",3839238.00814546,0.00617777443550092,"Paid",NA
1997-01-01,"state47","overall","overall",27151911.0884522,0.0436905401127397,"Paid",NA
1997-01-01,"state48","gender_parent","Fathers",19481252.048508,0.00826775493023163,"Paid",NA
1997-01-01,"state48","gender_parent","Mothers",36405152.7723063,0.0154501815678794,"Paid",NA
1997-01-01,"state48","gender_parent","Non-Fathers",21401821.6075239,0.00908283593225699,"Paid",NA
1997-01-01,"state48","gender_parent","Non-Mothers",34727471.3558536,0.0147381811909171,"Paid",NA
1997-01-01,"state48","gender_parent","Other",11682363.4126979,0.00495794199785469,"Paid",NA
1997-01-01,"state48","overall","overall",123698061.19689,0.0524968956191398,"Paid",NA
1997-01-01,"state49","gender_parent","Fathers",4777605.98267781,0.0202104247472275,"Paid",NA
1997-01-01,"state49","gender_parent","Mothers",3613116.13934231,0.0152843520587359,"Paid",NA
1997-01-01,"state49","gender_parent","Non-Fathers",1572062.71644481,0.00665020417000188,"Paid",NA
1997-01-01,"state49","gender_parent","Non-Mothers",2320990.48386013,0.00981834912363254,"Paid",NA
1997-01-01,"state49","gender_parent","Other",501094.029000999,0.00211974851026401,"Paid",NA
1997-01-01,"state49","overall","overall",12784869.3513261,0.0540830786098618,"Paid",NA
1997-01-01,"state50","gender_parent","Fathers",866122.25746496,0.0147918615760058,"Paid",NA
1997-01-01,"state50","gender_parent","Mothers",1268512.67201329,0.0216639899160991,"Paid",NA
1997-01-01,"state50","gender_parent","Non-Fathers",489465.762461084,0.00835922381871289,"Paid",NA
1997-01-01,"state50","gender_parent","Non-Mothers",1203878.73803754,0.0205601547516729,"Paid",NA
1997-01-01,"state50","gender_parent","Other",324149.221935128,0.00553590486736609,"Paid",NA
1997-01-01,"state50","overall","overall",4152128.65191201,0.0709111349298567,"Paid",NA
1997-01-01,"state51","gender_parent","Fathers",11214512.7268956,0.0127918493906325,"Paid",NA
1997-01-01,"state51","gender_parent","Mothers",14679983.4445073,0.0167447433385808,"Paid",NA
1997-01-01,"state51","gender_parent","Non-Fathers",6702501.78589134,0.00764521789519613,"Paid",NA
1997-01-01,"state51","gender_parent","Non-Mothers",13141386.4065655,0.0149897405077381,"Paid",NA
1997-01-01,"state51","gender_parent","Other",4628192.45075092,0.0052791540945762,"Paid",NA
1997-01-01,"state51","overall","overall",50366576.8146106,0.0574507052267236,"Paid",NA
1997-01-01,"state53","gender_parent","Fathers",4618860.54412088,0.00598845880930215,"Paid",NA
1997-01-01,"state53","gender_parent","Mothers",10189602.7642504,0.0132110540801094,"Paid",NA
1997-01-01,"state53","gender_parent","Non-Fathers",6785277.0687791,0.00879726760484385,"Paid",NA
1997-01-01,"state53","gender_parent","Non-Mothers",8369965.14912899,0.010851852107692,"Paid",NA
1997-01-01,"state53","gender_parent","Other",5194469.35571753,0.0067347488575924,"Paid",NA
1997-01-01,"state53","overall","overall",35158174.8819969,0.0455833814595398,"Paid",NA
1997-01-01,"state54","gender_parent","Fathers",2098579.89364469,0.0126892526610018,"Paid",NA
1997-01-01,"state54","gender_parent","Mothers",3092052.36374833,0.018696373582665,"Paid",NA
1997-01-01,"state54","gender_parent","Non-Fathers",1640390.76706578,0.00991877076927554,"Paid",NA
1997-01-01,"state54","gender_parent","Non-Mothers",3225495.50428252,0.0195032495711579,"Paid",NA
1997-01-01,"state54","gender_parent","Other",1225247.73058608,0.00740857094495647,"Paid",NA
1997-01-01,"state54","overall","overall",11281766.2593274,0.0682162175290568,"Paid",NA
1997-01-01,"state55","gender_parent","Fathers",4077024.9343518,0.00667380084195744,"Paid",NA
1997-01-01,"state55","gender_parent","Mothers",10632892.0167438,0.0174052905823273,"Paid",NA
1997-01-01,"state55","gender_parent","Non-Fathers",7591268.40956484,0.0124263683247092,"Paid",NA
1997-01-01,"state55","gender_parent","Non-Mothers",10185121.8484216,0.0166723225542996,"Paid",NA
1997-01-01,"state55","gender_parent","Other",3901881.84134158,0.00638710401267241,"Paid",NA
1997-01-01,"state55","overall","overall",36388189.0504236,0.0595648863159659,"Paid",NA
