"year","prime_age","race_ethnicity","empstat","poverty","gender","provider_status","time_use","care_type","care_focus","provider_attention","population","provision_interval"
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","daily_living","active",29505.2330187808,6062570.17865884
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","developmental","passive_child",32658.6654055584,0
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","developmental","active",3308.91958518904,286773.586252066
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","health","active",2103.69293428822,63110.7880286466
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","daily_living","active",748.529680160548,104794.155222477
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","developmental","passive_child",2476.9671283463,217822.136926719
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","developmental","active",748.529680160548,8233.82648176603
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","health","active",748.529680160548,224558.904048164
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","daily_living","active",43382.4183406449,12506767.4698212
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","developmental","passive_child",43382.4183406449,0
2003,"Fifty-Five Plus","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","health","active",1185.94015092,106734.6135828
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"female","without_children","care","informal","daily_living","active",46528.9197153912,12704893.9975694
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"female","without_children","care","informal","developmental","passive_child",46528.9197153912,1205274.26498663
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"female","without_children","care","informal","developmental","active",3606.81111899342,533628.342796308
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"female","without_children","care","informal","health","active",9028.6989228389,1219932.9132141
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"male","with_children","care","informal","daily_living","active",2508.66688849753,439016.705487068
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"male","with_children","care","informal","developmental","passive_child",2508.66688849753,0
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"male","with_children","care","informal","developmental","active",2508.66688849753,17560.6682194827
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"male","without_children","care","informal","daily_living","active",39118.1086261923,9284594.4753517
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"male","without_children","care","informal","developmental","passive_child",39118.1086261923,700031.838083003
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"male","without_children","care","informal","developmental","active",5868.95894585151,874596.51867832
2003,"Fifty-Five Plus","Asian/Pacific Island","NILF",NA,"male","without_children","care","informal","health","active",8662.52670250575,667976.471389644
2003,"Fifty-Five Plus","Asian/Pacific Island","Unemployed",NA,"female","without_children","care","informal","daily_living","active",1648.79965361425,140147.970557211
2003,"Fifty-Five Plus","Asian/Pacific Island","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",1648.79965361425,0
2003,"Fifty-Five Plus","Asian/Pacific Island","Unemployed",NA,"male","without_children","care","informal","daily_living","active",3397.21998246466,723607.856264972
2003,"Fifty-Five Plus","Asian/Pacific Island","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",3397.21998246466,0
2003,"Fifty-Five Plus","Black","Employed",NA,"female","with_children","care","informal","daily_living","active",5920.52240747014,774545.240318604
2003,"Fifty-Five Plus","Black","Employed",NA,"female","with_children","care","informal","developmental","passive_child",5920.52240747014,981702.717207754
2003,"Fifty-Five Plus","Black","Employed",NA,"female","with_children","care","informal","developmental","active",3923.70185673041,360870.488843906
2003,"Fifty-Five Plus","Black","Employed",NA,"female","without_children","care","informal","daily_living","active",165177.306246484,36728436.2182852
2003,"Fifty-Five Plus","Black","Employed",NA,"female","without_children","care","informal","developmental","passive_child",168684.708228228,6080277.40621831
2003,"Fifty-Five Plus","Black","Employed",NA,"female","without_children","care","informal","developmental","active",24980.6971450712,1262929.028814
2003,"Fifty-Five Plus","Black","Employed",NA,"female","without_children","care","informal","health","active",15848.9945226104,1864620.42896016
2003,"Fifty-Five Plus","Black","Employed",NA,"male","with_children","care","informal","daily_living","active",27006.3053066515,4143427.27124931
2003,"Fifty-Five Plus","Black","Employed",NA,"male","with_children","care","informal","developmental","passive_child",27868.0451647419,2861718.3384316
2003,"Fifty-Five Plus","Black","Employed",NA,"male","with_children","care","informal","developmental","active",9697.73379655836,342382.714477235
2003,"Fifty-Five Plus","Black","Employed",NA,"male","without_children","care","informal","daily_living","active",169107.794528442,25205876.195186
2003,"Fifty-Five Plus","Black","Employed",NA,"male","without_children","care","informal","developmental","passive_child",170534.509476981,1016055.85665067
2003,"Fifty-Five Plus","Black","Employed",NA,"male","without_children","care","informal","developmental","active",11002.1039840027,444097.674020307
2003,"Fifty-Five Plus","Black","Employed",NA,"male","without_children","care","informal","health","active",13462.7800867107,671536.777257649
2003,"Fifty-Five Plus","Black","NILF",NA,"female","with_children","care","informal","daily_living","active",11724.5996563359,1631033.47348025
2003,"Fifty-Five Plus","Black","NILF",NA,"female","with_children","care","informal","developmental","passive_child",11724.5996563359,1206325.87445112
2003,"Fifty-Five Plus","Black","NILF",NA,"female","with_children","care","informal","developmental","active",7763.82084485808,631756.899772164
2003,"Fifty-Five Plus","Black","NILF",NA,"female","without_children","care","informal","daily_living","active",444692.676296443,108061155.751313
2003,"Fifty-Five Plus","Black","NILF",NA,"female","without_children","care","informal","developmental","passive_child",448468.37841657,18742575.9491583
2003,"Fifty-Five Plus","Black","NILF",NA,"female","without_children","care","informal","developmental","active",51408.6825445606,5546517.02406182
2003,"Fifty-Five Plus","Black","NILF",NA,"female","without_children","care","informal","health","active",98413.6288506784,11620939.9373408
2003,"Fifty-Five Plus","Black","NILF",NA,"male","with_children","care","informal","daily_living","active",12960.9751938855,3634607.1371456
2003,"Fifty-Five Plus","Black","NILF",NA,"male","with_children","care","informal","developmental","passive_child",12960.9751938855,4062402.79887811
2003,"Fifty-Five Plus","Black","NILF",NA,"male","with_children","care","informal","developmental","active",466.959349272329,119074.634064444
2003,"Fifty-Five Plus","Black","NILF",NA,"male","with_children","care","informal","health","active",1138.46999511616,165078.149291844
2003,"Fifty-Five Plus","Black","NILF",NA,"male","without_children","care","informal","daily_living","active",266877.065478818,41814628.0691902
2003,"Fifty-Five Plus","Black","NILF",NA,"male","without_children","care","informal","developmental","passive_child",292958.612365854,6757043.91710353
2003,"Fifty-Five Plus","Black","NILF",NA,"male","without_children","care","informal","developmental","active",3286.14865156877,57285.1346750329
2003,"Fifty-Five Plus","Black","NILF",NA,"male","without_children","care","informal","health","active",34071.8267764729,4904375.27267865
2003,"Fifty-Five Plus","Black","Unemployed",NA,"female","without_children","care","informal","daily_living","active",14926.9109224679,4416209.27469543
2003,"Fifty-Five Plus","Black","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",14926.9109224679,2321034.63225573
2003,"Fifty-Five Plus","Black","Unemployed",NA,"female","without_children","care","informal","developmental","active",2730.62897912438,655350.954989852
2003,"Fifty-Five Plus","Black","Unemployed",NA,"male","without_children","care","informal","daily_living","active",13984.6595967951,3444285.12045898
2003,"Fifty-Five Plus","Black","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",13984.6595967951,501270.900578811
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"female","with_children","care","informal","daily_living","active",6082.28147291397,1558445.14766564
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"female","with_children","care","informal","developmental","passive_child",6082.28147291397,0
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"female","with_children","care","informal","developmental","active",1311.21536654247,65560.7683271233
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"female","without_children","care","informal","daily_living","active",115965.34909217,26019724.9411367
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"female","without_children","care","informal","developmental","passive_child",116479.35006974,4604842.79012737
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"female","without_children","care","informal","developmental","active",7891.22791436931,1062267.55764005
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"female","without_children","care","informal","health","active",14061.0413341408,1950210.74435726
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"male","with_children","care","informal","daily_living","active",17974.7599178937,4065114.4151011
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"male","with_children","care","informal","developmental","passive_child",21587.3082899556,1024243.76073432
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"male","with_children","care","informal","developmental","active",4415.84520109041,61989.8226258871
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"male","with_children","care","informal","health","active",3637.8184791337,436538.217496044
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"male","without_children","care","informal","daily_living","active",113519.707813301,15116677.4250932
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"male","without_children","care","informal","developmental","passive_child",128180.889860256,4428197.67773862
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"male","without_children","care","informal","developmental","active",10332.3004538405,484619.149269444
2003,"Fifty-Five Plus","Hispanic","Employed",NA,"male","without_children","care","informal","health","active",5851.88128013699,562841.371776315
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"female","with_children","care","informal","daily_living","active",19407.9874033375,6961463.02142341
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"female","with_children","care","informal","developmental","passive_child",19407.9874033375,2837469.48555772
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"female","with_children","care","informal","developmental","active",9580.91636663342,1271143.99810941
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"female","without_children","care","informal","daily_living","active",252278.391875354,69389919.2103482
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"female","without_children","care","informal","developmental","passive_child",255784.272814755,6053914.35136908
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"female","without_children","care","informal","developmental","active",27773.233036629,3284461.54386828
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"female","without_children","care","informal","health","active",37955.5144292849,6114143.57618535
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"male","with_children","care","informal","daily_living","active",16349.6800994038,2831786.29191914
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"male","with_children","care","informal","developmental","passive_child",17173.3789117836,3929433.11766778
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"male","with_children","care","informal","developmental","active",960.876654088219,134522.731572351
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"male","with_children","care","informal","health","active",823.698812379726,98843.8574855671
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"male","without_children","care","informal","daily_living","active",170871.494499505,32529515.917602
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"male","without_children","care","informal","developmental","passive_child",186310.294791871,5706847.72404953
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"male","without_children","care","informal","developmental","active",12471.9986588356,1096789.76383187
2003,"Fifty-Five Plus","Hispanic","NILF",NA,"male","without_children","care","informal","health","active",15215.947202714,4373391.1559921
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"female","with_children","care","informal","daily_living","active",1082.90385851781,194922.694533205
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",1082.90385851781,0
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"female","without_children","care","informal","daily_living","active",7078.07327808438,3331100.13500132
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",7078.07327808438,0
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"female","without_children","care","informal","health","active",1812.71161540603,530382.828641359
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"male","with_children","care","informal","daily_living","active",3771.36638190027,377136.638190027
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",3771.36638190027,848557.435927562
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"male","without_children","care","informal","daily_living","active",3362.97708245315,264849.639738625
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",3362.97708245315,74516.3709419671
2003,"Fifty-Five Plus","Hispanic","Unemployed",NA,"male","without_children","care","informal","developmental","active",2483.8790313989,17387.1532197923
2003,"Fifty-Five Plus","Two or More Races","Employed",NA,"female","with_children","care","informal","daily_living","active",714.523393509041,235792.719857984
2003,"Fifty-Five Plus","Two or More Races","Employed",NA,"female","with_children","care","informal","developmental","passive_child",714.523393509041,0
2003,"Fifty-Five Plus","Two or More Races","Employed",NA,"female","without_children","care","informal","daily_living","active",20380.7656808789,4557916.03213953
2003,"Fifty-Five Plus","Two or More Races","Employed",NA,"female","without_children","care","informal","developmental","passive_child",20380.7656808789,1056589.64330655
2003,"Fifty-Five Plus","Two or More Races","Employed",NA,"female","without_children","care","informal","developmental","active",2090.34158317589,156775.618738192
2003,"Fifty-Five Plus","Two or More Races","Employed",NA,"male","without_children","care","informal","daily_living","active",18488.8856968658,1795289.97673312
2003,"Fifty-Five Plus","Two or More Races","Employed",NA,"male","without_children","care","informal","developmental","passive_child",19644.6455025978,0
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"female","without_children","care","informal","daily_living","active",28371.6934541096,8535142.9206728
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"female","without_children","care","informal","developmental","passive_child",29467.5958563233,262789.41708272
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"female","without_children","care","informal","developmental","active",1773.27818185151,512659.267433303
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"female","without_children","care","informal","health","active",4578.37405022685,345394.457908258
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"male","with_children","care","informal","daily_living","active",2206.95624317918,1155971.40888492
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"male","with_children","care","informal","developmental","passive_child",2206.95624317918,1359754.9394434
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"male","without_children","care","informal","daily_living","active",18017.7987380827,4727053.9036041
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"male","without_children","care","informal","developmental","passive_child",23483.6993569611,213629.492088723
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"male","without_children","care","informal","developmental","active",2958.08842014301,266227.957812871
2003,"Fifty-Five Plus","Two or More Races","NILF",NA,"male","without_children","care","informal","health","active",1969.75095582575,545621.014763734
2003,"Fifty-Five Plus","Two or More Races","Unemployed",NA,"female","without_children","care","informal","daily_living","active",647.974319179178,307787.80161011
2003,"Fifty-Five Plus","Two or More Races","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",647.974319179178,0
2003,"Fifty-Five Plus","Two or More Races","Unemployed",NA,"female","without_children","care","informal","developmental","active",647.974319179178,17495.3066178378
2003,"Fifty-Five Plus","Two or More Races","Unemployed",NA,"male","without_children","care","informal","daily_living","active",1624.7882010937,303835.393604522
2003,"Fifty-Five Plus","Two or More Races","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",1624.7882010937,0
2003,"Fifty-Five Plus","White","Employed",NA,"female","with_children","care","informal","daily_living","active",73196.0006182712,20554014.9373415
2003,"Fifty-Five Plus","White","Employed",NA,"female","with_children","care","informal","developmental","passive_child",79508.5529003348,5296983.39928125
2003,"Fifty-Five Plus","White","Employed",NA,"female","with_children","care","informal","developmental","active",27342.671544469,1271248.76716988
2003,"Fifty-Five Plus","White","Employed",NA,"female","with_children","care","informal","health","active",11445.1233793167,561643.780682026
2003,"Fifty-Five Plus","White","Employed",NA,"female","without_children","care","informal","daily_living","active",1589980.45995707,380516978.497523
2003,"Fifty-Five Plus","White","Employed",NA,"female","without_children","care","informal","developmental","passive_child",1603598.84334446,33687260.6055228
2003,"Fifty-Five Plus","White","Employed",NA,"female","without_children","care","informal","developmental","active",137041.529696296,16086282.0379977
2003,"Fifty-Five Plus","White","Employed",NA,"female","without_children","care","informal","health","active",271781.461730125,27207950.2645039
2003,"Fifty-Five Plus","White","Employed",NA,"male","with_children","care","informal","daily_living","active",121955.364615077,23592206.3659136
2003,"Fifty-Five Plus","White","Employed",NA,"male","with_children","care","informal","developmental","passive_child",129376.035015025,10386621.6950093
2003,"Fifty-Five Plus","White","Employed",NA,"male","with_children","care","informal","developmental","active",32974.3531274712,2221265.04825018
2003,"Fifty-Five Plus","White","Employed",NA,"male","with_children","care","informal","health","active",8404.73549127891,537350.549964436
2003,"Fifty-Five Plus","White","Employed",NA,"male","without_children","care","informal","daily_living","active",1812046.86589033,303974735.392382
2003,"Fifty-Five Plus","White","Employed",NA,"male","without_children","care","informal","developmental","passive_child",1949488.27546647,22897518.8654516
2003,"Fifty-Five Plus","White","Employed",NA,"male","without_children","care","informal","developmental","active",82117.2754814663,11621987.6414739
2003,"Fifty-Five Plus","White","Employed",NA,"male","without_children","care","informal","health","active",117387.573019778,8128798.29021008
2003,"Fifty-Five Plus","White","NILF",NA,"female","with_children","care","informal","daily_living","active",30341.0608842756,9400373.95665257
2003,"Fifty-Five Plus","White","NILF",NA,"female","with_children","care","informal","developmental","passive_child",30341.0608842756,4072446.43179616
2003,"Fifty-Five Plus","White","NILF",NA,"female","with_children","care","informal","developmental","active",16715.470761503,1308283.55290314
2003,"Fifty-Five Plus","White","NILF",NA,"female","with_children","care","informal","health","active",11434.5214718093,502517.463780018
2003,"Fifty-Five Plus","White","NILF",NA,"female","without_children","care","informal","daily_living","active",3816756.43606528,1154526953.56524
2003,"Fifty-Five Plus","White","NILF",NA,"female","without_children","care","informal","developmental","passive_child",3856303.71035061,56849018.9033755
2003,"Fifty-Five Plus","White","NILF",NA,"female","without_children","care","informal","developmental","active",355896.822290131,42371027.6078366
2003,"Fifty-Five Plus","White","NILF",NA,"female","without_children","care","informal","health","active",628015.953286414,60407196.5493402
2003,"Fifty-Five Plus","White","NILF",NA,"male","with_children","care","informal","daily_living","active",35517.6918780082,9510628.22232263
2003,"Fifty-Five Plus","White","NILF",NA,"male","with_children","care","informal","developmental","passive_child",35517.6918780082,4058828.70072682
2003,"Fifty-Five Plus","White","NILF",NA,"male","with_children","care","informal","developmental","active",9141.88981533425,646577.384575427
2003,"Fifty-Five Plus","White","NILF",NA,"male","with_children","care","informal","health","active",2990.13641235616,462680.338443507
2003,"Fifty-Five Plus","White","NILF",NA,"male","without_children","care","informal","daily_living","active",2225104.18544371,511888458.64342
2003,"Fifty-Five Plus","White","NILF",NA,"male","without_children","care","informal","developmental","passive_child",2327131.24472995,22787068.8050596
2003,"Fifty-Five Plus","White","NILF",NA,"male","without_children","care","informal","developmental","active",123531.225186051,13946192.5408794
2003,"Fifty-Five Plus","White","NILF",NA,"male","without_children","care","informal","health","active",272135.224449759,35710239.8308904
2003,"Fifty-Five Plus","White","Unemployed",NA,"female","without_children","care","informal","daily_living","active",61742.4714191589,19612361.6992991
2003,"Fifty-Five Plus","White","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",61742.4714191589,509498.756711169
2003,"Fifty-Five Plus","White","Unemployed",NA,"female","without_children","care","informal","developmental","active",7982.39595077205,2430914.26674544
2003,"Fifty-Five Plus","White","Unemployed",NA,"female","without_children","care","informal","health","active",11158.3312783605,1179225.40681245
2003,"Fifty-Five Plus","White","Unemployed",NA,"male","with_children","care","informal","daily_living","active",5908.18351937918,2272506.94850315
2003,"Fifty-Five Plus","White","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",5908.18351937918,2492312.8481004
2003,"Fifty-Five Plus","White","Unemployed",NA,"male","with_children","care","informal","developmental","active",1586.58432934137,30781.4505530258
2003,"Fifty-Five Plus","White","Unemployed",NA,"male","without_children","care","informal","daily_living","active",71017.8964847523,21212646.3222796
2003,"Fifty-Five Plus","White","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",72765.3612063452,1964748.59020448
2003,"Fifty-Five Plus","White","Unemployed",NA,"male","without_children","care","informal","developmental","active",8510.73001697808,311536.236594982
2003,"Fifty-Five Plus","White","Unemployed",NA,"male","without_children","care","informal","health","active",1022.91166786192,235269.683608241
2003,"Prime Age","American Indian","Employed",NA,"female","with_children","care","informal","daily_living","active",25446.5881770329,6188393.4501971
2003,"Prime Age","American Indian","Employed",NA,"female","with_children","care","informal","developmental","passive_child",25446.5881770329,4761783.61651145
2003,"Prime Age","American Indian","Employed",NA,"female","with_children","care","informal","developmental","active",13343.3353891129,926382.274868852
2003,"Prime Age","American Indian","Employed",NA,"female","with_children","care","informal","health","active",5116.67415611726,419198.173535203
2003,"Prime Age","American Indian","Employed",NA,"female","without_children","care","informal","daily_living","active",33106.4415436822,9051085.70028247
2003,"Prime Age","American Indian","Employed",NA,"female","without_children","care","informal","developmental","passive_child",33106.4415436822,0
2003,"Prime Age","American Indian","Employed",NA,"male","with_children","care","informal","daily_living","active",33105.5688471567,3273881.85668409
2003,"Prime Age","American Indian","Employed",NA,"male","with_children","care","informal","developmental","passive_child",33105.5688471567,2796764.03450403
2003,"Prime Age","American Indian","Employed",NA,"male","with_children","care","informal","developmental","active",14497.7220434822,794822.939062504
2003,"Prime Age","American Indian","Employed",NA,"male","with_children","care","informal","health","active",5056.96281282575,151708.884384773
2003,"Prime Age","American Indian","Employed",NA,"male","without_children","care","informal","daily_living","active",18330.3037350597,2660228.98288465
2003,"Prime Age","American Indian","Employed",NA,"male","without_children","care","informal","developmental","passive_child",18330.3037350597,0
2003,"Prime Age","American Indian","NILF",NA,"female","with_children","care","informal","daily_living","active",10246.6555532811,2702096.12039528
2003,"Prime Age","American Indian","NILF",NA,"female","with_children","care","informal","developmental","passive_child",13652.9742906055,5871221.38787033
2003,"Prime Age","American Indian","NILF",NA,"female","with_children","care","informal","developmental","active",13333.9567470247,5230870.49741573
2003,"Prime Age","American Indian","NILF",NA,"female","with_children","care","informal","health","active",319.017543580822,9570.52630742466
2003,"Prime Age","American Indian","NILF",NA,"female","without_children","care","informal","daily_living","active",1010.77403564932,20215.4807129863
2003,"Prime Age","American Indian","NILF",NA,"female","without_children","care","informal","developmental","passive_child",1010.77403564932,0
2003,"Prime Age","American Indian","NILF",NA,"male","with_children","care","informal","daily_living","active",3251.13835763288,195068.301457973
2003,"Prime Age","American Indian","NILF",NA,"male","with_children","care","informal","developmental","passive_child",3251.13835763288,2048217.16530871
2003,"Prime Age","American Indian","NILF",NA,"male","with_children","care","informal","developmental","active",3251.13835763288,585204.904373918
2003,"Prime Age","American Indian","NILF",NA,"male","without_children","care","informal","daily_living","active",805.480428745205,100685.053593151
2003,"Prime Age","American Indian","NILF",NA,"male","without_children","care","informal","developmental","passive_child",805.480428745205,0
2003,"Prime Age","American Indian","Unemployed",NA,"female","with_children","care","informal","daily_living","active",6349.58424458247,1801465.6678578
2003,"Prime Age","American Indian","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",6349.58424458247,1420802.07889196
2003,"Prime Age","American Indian","Unemployed",NA,"female","with_children","care","informal","developmental","active",4616.74684802685,13850.2405440805
2003,"Prime Age","American Indian","Unemployed",NA,"male","with_children","care","informal","daily_living","active",5278.84479822575,1481944.63351381
2003,"Prime Age","American Indian","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",5278.84479822575,1788286.0009953
2003,"Prime Age","American Indian","Unemployed",NA,"male","with_children","care","informal","developmental","active",2055.50115056932,123330.069034159
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","daily_living","active",161282.83162039,35056645.3535628
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","developmental","passive_child",161282.83162039,47281651.9195291
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","developmental","active",109729.093654459,12272505.6389206
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","health","active",22104.3788294373,2785912.77557254
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","daily_living","active",160791.495745854,25402743.9654398
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","developmental","passive_child",160791.495745854,4081305.28276018
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","health","active",10406.7275513995,985252.729090359
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","daily_living","active",215503.127805242,28285883.2193618
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","developmental","passive_child",236530.157392458,47826388.9309855
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","developmental","active",124113.647848781,12265003.4278413
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","health","active",15414.1914043677,891469.42220466
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","daily_living","active",171499.534825978,17674782.0855233
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","developmental","passive_child",187260.368201325,2253988.77364121
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","developmental","active",7536.44312447671,313083.773585146
2003,"Prime Age","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","health","active",6103.35899607342,429561.135708079
2003,"Prime Age","Asian/Pacific Island","NILF",NA,"female","with_children","care","informal","daily_living","active",52112.2119754827,15386541.485186
2003,"Prime Age","Asian/Pacific Island","NILF",NA,"female","with_children","care","informal","developmental","passive_child",52112.2119754827,20127737.721497
